,0,1,2,3
0,2.114349081661082e-05,-0.07933468902962915,-1.2989887067735038,-0.15811674615347832
1,0.0008777014568806182,0.06683148829126832,-0.2594780150897248,-0.10559995118513603
2,-6.782793247880892e-05,-0.04423293139011497,-0.7912238048525773,-0.07340086994183953
3,-9.175895237920062e-05,0.16072535759544415,1.4253375654640568,0.4681983749669435
4,-0.0010428516958232263,-0.223496877377163,1.1413754807199525,-1.909057241953831
5,0.000215892937991978,0.5921805496079185,-1.0341111351320198,-0.2918670998020539
6,0.0011471710439699412,-0.42141329340118266,0.17113429518358803,0.8546852216046599
7,-0.0003533145353284556,-0.4313546936956716,0.9544104200077592,1.4232039419570823
8,-0.0012288413442879537,0.7401234278512189,0.6534809387545041,1.070938864721414
9,-0.001370319294856176,-0.14946810441020528,-0.13354746362932002,-0.37460736692820895
10,0.0006313350593670636,-0.6989102466040901,-0.35519640504098343,-0.8123346369775247
11,0.0012347532504846104,-0.08710146529010299,-3.0913455119666633,-0.12946047566088478
12,-0.00010081043416604318,0.11959173903041731,0.8892057009245131,0.4182670555619624
13,0.0007408140852296352,0.15374029876527306,1.3396116475847706,-0.13843897817607892
14,0.00023996264449566151,0.3307795399767006,1.9523609539906248,1.3691481527235203
15,-0.00012733022210584255,-0.5100733359552992,1.0504143710934315,0.5532457237132443
16,-0.0005031678749989957,0.5679456763455852,0.10722141737208239,-0.5921144270869007
17,-0.00048524869182310984,-0.46931742513639285,0.27736262657131583,1.5629003333338076
18,-0.0018268957126490182,0.1390217142898493,-0.007194559397545208,-3.167437223977392
19,-0.0007961028256405489,0.18744885186097254,0.7742422886430689,1.542636533090914
20,-0.0015779098963285554,-0.34892087883599343,0.883333686697445,-2.436259142615396
21,0.0018457887867844858,0.2026624095113128,1.3073562116917787,-0.5013190827586419
22,0.0022053181574692715,-0.4242308537765888,0.22338992856145343,0.047972067184508325
23,-0.0003604373385541239,0.1245406041884694,0.004777862492205173,1.1184292695612954
24,0.00033546781334253817,-0.1879693306205723,-0.806394739393606,-1.5532538866081156
25,-0.0016254583023328495,0.5638311857629311,-1.9421928077724893,1.271823730566637
26,0.0017576752669963697,0.08059433715428477,-0.5558157124001867,-0.4600646508128847
27,-0.0006461164079283876,-0.09527856300332505,-0.794390621128667,-0.08518593831405988
28,0.002269581696569045,0.7493967041019349,0.41043685933129026,-1.218356556722935
29,-0.0004417746076944562,-0.019322295030613446,-2.184117957938435,1.1472696819706616
30,-0.0008764396210468872,-0.5889889007559241,-0.3114548145698961,1.158155324700826
